name,URL,city,state
Copper Country Rock and Mineral Club,http://www.ccrmc.info/,Dollar Bay,Michigan
Flint Rock and Gem Club,http://www.flintrockandgem.org/,Flint,Michigan
Grand Traverse Area Rock and Mineral Club,http://tcrockhounds.com/,Traverse City,Michigan
Indian Mounds Rock & Mineral Club,http://www.indianmoundsrockclub.com/,Wyoming,Michigan
Ishpeming Rock and Mineral Club,http://www.ishpemingrocks.org/,Ishpeming,Michigan
Kalamazoo Geological & Mineral Society,http://kalamazoorockclub.org/,Kalamazoo,Michigan
Livingston Gem & Mineral Society,http://www.livingstongemandmineralsociety.com/,Howell,Michigan
Michigan Gem & Mineral Society,http://mgmsrockclub.com/,Michigan Center,Michigan
Michigan Mineralogical Society,https://www.michmin.org/,Bloomfield Hills,Michigan
Mid-Michigan Rock Club,http://www.midmichrockclub.com/?Page=1,Midland,Michigan
Midwest Faceters' Guild,http://www.midwestfaceters.org/,Grand Rapids,Michigan
Midwest Mineralological & Lapidary Society,http://www.mmls.us/,Taylor,Michigan
Mikenauk Rock and Gem Club,http://mikenaukclub.weebly.com/,Roscommon,Michigan
Mount Clemens Gem & Lapidary Society,http://mcgls.org/,Mt. Clemens,Michigan
Oakland County Earth Science Club,http://www.ocesc.com/,Waterford,Michigan
Roamin Club,https://roaminrockclub.weebly.com/,Livonia,Michigan
StateLine Gem & Mineral Society,http://statelinegms.com/,Morenci,Michigan
"Tulip City Gem & Mineral Club, Inc.",http://www.tulipcity.org/,Holland,Michigan
Anoka County Gem & Mineral Club,http://www.amfed.org/mwf/states/Minnesota/AnokaGem.html,Minneapolis,Minnesota
"Cuyuna Rock, Gem and Mineral Society",http://cuyunarockclub.org/wp/,Brainerd,Minnesota
Minnesota Mineral Club,http://minnesotamineralclub.org/,Falcon Heights,Minnesota
Minnesota Valley Gem & Mineral Club,http://www.mnvalleygemandmineralclub.com/,Mankato,Minnesota
St Croix Rockhounds,http://stcroixrockhounds.org/,Stillwater,Minnesota
"Harrison County Gem & Mineral Society, Inc.",http://www.gulfportgems.org/,Gulfport,Mississippi
Mississippi Gem & Mineral Society,http://missgems.org/,Jackson,Mississippi
Mississippi Geological Society,http://www.missgeo.com/,Jackson,Mississippi
Mississippi Gulf Coast Gem and Mineral Society,http://www.mgcgms.org/,Ocean Springs,Mississippi
North Mississippi Gem and Mineral Society,http://www.nmgms.org/,Tupelo,Mississippi
Central Missouri Rock and Lapidary Club,http://www.cmrlc.org/,Columbia,Missouri
Independence Gem & Mineral Society,http://www.igams.co/,Independence,Missouri
Missouri Valley Gem & Mineral Society,http://www.movalleyrockclub.com/,St. Joseph,Missouri
"Mozarkite Society of Lincoln, Inc.",http://www.mozarkite.com/,Lincoln,Missouri
Ozark Mountain Gem & Mineral Society,https://www.facebook.com/omgms.57,Springfield,Missouri
Rock Hobby Club of Greater Saint Louis,xxxxxhttp://rockhobby.stlearthsci.org/Home.aspxxxxxx,St. Louis,Missouri
Rockwood Gem & Mineral Society,http://rockwood.stlearthsci.org/,St. Louis,Missouri
St. Louis Mineral & Gem Society,http://www.stlrockclub.com/,St. Louis,Missouri
"Show Me Gems & Minerals Club, Inc.",http://showme.stlearthsci.org/,St. Peters,Missouri
Show-Me Rockhounds Kansas City,https://showmerockhounds.com/,Kansas City,Missouri
"Billings Gem & Mineral Club, Inc.",http://www.billingsgemclub.com/,Billings,Montana
Bitterroot Gem & Mineral Society,http://www.ravalligemandmineralclub.org/,Corvallis,Montana
Bozeman Gem and Mineral Club,http://bozemangemandmineralclub.com/,Bozeman,Montana
Hellgate Mineral Society,https://www.facebook.com/HellgateMineralSociety/,Missoula,Montana
Kalispell Rockhound Club,http://www.kalispellrockhounds.org/,Kalispell,Montana
"Lincoln Gem & Mineral Club, Inc.",https://www.lincolngemmineralclub.org/,Lincoln,Nebraska
Comstock Gold Prospectors,http://cgpgold.org/,Reno,Nevada
Great Basin Gem & Mineral Club,http://greatbasingemandmineralclub.rocks/,Carson City,Nevada
High Desert Rockers,https://highdesertrockers.wordpress.com/,Carson City,Nevada
Nye Gold Seekers,http://nyegoldseekers.webs.com/,Pahrump,Nevada
Reno Gem and Mineral Society,http://www.renorockhounds.com/,Reno,Nevada
Southern Nevada Gem and Mineral Society,http://www.snvgms.org/,Las Vegas,Nevada
Capital Mineral Club,http://www.capitalmineralclub.org/,Concord,Hampshire
Keene Mineral Club,https://sites.google.com/site/keenemineralclub/home,Keene,Hampshire
Saco Valley Gem and Mineral Club,http://www.sacovalleygemandmineralclub.org/,Conway,Hampshire
Southeastern New Hampshire Mineral Club,https://www.senhmc.org/,Dover,Hampshire
Cape Atlantic Rockhounds Inc.,http://www.capeatlanticrockhounds.com/,Cologne,Jersey
Delaware Valley Earth Science Society,http://www.dvess.org/,Woodbury,Jersey
Friends of Mineralogy - New Jersey Chapter,https://fomnj.wordpress.com/,Marlboro Township,Jersey
Morris Museum Mineralogical Society,http://morrismuseum.org/mineral-society/,Morristown,Jersey
"New Jersey Mineralogical Society, Inc",http://www.njmin.org/,Mountainside,Jersey
"North Jersey Mineralogical Society, Inc.",http://www.nojms.webs.com/,Paterson,Jersey
Albuquerque Gem & Mineral Club,http://www.agmc.info/,Albuquerque,Mexico
Carlsbad Gem and Mineral Society,http://www.carlsbadgms.org/,Carlsbad,Mexico
Deming Gem & Mineral Society,http://www.thedgms.com/,Deming,Mexico
"Grant County Rolling Stones Gem & Mineral Society, Inc.",http://rollingstonesgms.blogspot.com/,Silver City,Mexico
Los Alamos Geological Society,http://pweb.netcom.com/~hoffmans/LAGS.html,Los Alamos,Mexico
"Buffalo Geological Society, Inc.",http://www.bgsny.org/,Buffalo,York
Capital District Mineral Club,http://capitaldistrictmineralclub.com/,Albany,York
"Gem and Mineral Society of Syracuse, Inc.",http://www.gmss.us/,Syracuse,York
Island Rockhounds Inc.,http://www.islandrockhounds.org/,Bellmore,York
Long Island Mineral & Geology Society,http://www.limineralandgeology.com/LiMags/Home.html,Jamesport,York
Mid-Hudson Valley Gem and Mineral Society Inc.,http://mhvgms.org/index.html,Poughkeepsie,York
Nassau Mineral Club,http://nassaumineralclub.org/,Glen Cove,York
New York Mineralogical Club,http://www.newyorkmineralogicalclub.org/,NYC,York
New York Paleontological Society,http://www.nyps.org/index.htm,NYC,York
Orange County Mineral Society,http://www.orangecountymineralsocietynewyork.com/,Middletown,York
Rochester Academy of Science,http://www.rasny.org/,Rochester,York
Rochester Lapiday Society,http://www.rochesterlapidary.org/,Rochester,York
St. Lawrence County Rock & Mineral Club,http://stlawrencecountymineralclub.org/,Canton,York
Suffolk Gem & Mineral Club,http://www.suffolkgem.com/,Bay Shore,York
Wayne County Gem and Mineral Club,http://www.wcgmc.org/,Newark,York
Cape Fear Mineral & Gem Society,http://www.mercergarden.com/GemClub.html,Fayetteville,Carolina
Catawba Valley Gem & Mineral Club,http://www.cvgmc.com/,Hickory,Carolina
Central North Carolina Mineral Club,http://www.centralncmineralclub.org/,Chapel Hill,Carolina
Charlotte Gem & Mineral Club,http://www.charlottegem.com/,Charlotte,Carolina
Forsyth Gem and Mineral Club,http://www.forsythgemclub.com/fgmcmain.html,Winston-Salem,Carolina
"Gaston Gem, Mineral and Faceters Club",http://gastongemclub.weebly.com/,Gastonia,Carolina
Gem & Mineral Society of Franklin,http://www.fgmm.org/,Franklin,Carolina
Greensboro Gem & Mineral Club,http://www.ggmc-rockhounds.com/,Greensboro,Carolina
Henderson County Gem and Mineral Society,http://hcgms.com/index.html,Hendersonville,Carolina
Mountain Area Gem and Mineral Association (MAGMA),http://www.wncrocks.com/magma/magma.html,Asheville,Carolina
North Carolina Fossil Club,http://www.ncfossilclub.org/,Raleigh,Carolina
Southern Appalachian Mineral Society,http://www.main.nc.us/sams/,Asheville,Carolina
Tar Heel Gem & Mineral Club,http://www.tarheelclub.org/,Raleigh,Carolina
Central Dakota Gem & Mineral Society,https://ndrockclub.org/,Bismarck,Dakota
Brukner Gem and Mineral Club,http://www.bruknergemandmineralclub.com/,Troy,Ohio
Cincinnati Mineral Society,http://mineralsociety.org/,Cincinnati,Ohio
Columbus Rock and Mineral Society,http://www.columbusrockandmineralsociety.org/,Columbus,Ohio
Dayton Gem & Mineral Society,https://www.facebook.com/The-Dayton-Gem-Mineral-Society-140478502678195/,Kettering,Ohio
Dry Dredgers,http://drydredgers.org/,Cincinnati,Ohio
Greater Cincinati Lapidary and Faceting Society,http://cincinnatilapidary.weebly.com/,Loveland,Ohio
North Coast Fossil Club,http://ncfclub.org/,Cleveland,Ohio
Ohio Geological Society,https://ohiogeosoc.org/,Worthington,Ohio
Parma Lapidary Club,http://www.parmalapidary.com/,Cleveland,Ohio
Richland Lithic & Lapidary Society,http://rlls.webs.com/,Mansfield,Ohio
Summit Lapidary Club,http://lapidaryclubofohio.org/,Cuyahoga Falls,Ohio
Toledo Gem & Rockhound Club,http://rockyreader.com/,Toledo,Ohio
"Ada Gem, Mineral and Fossil Club",http://www.freewebs.com/agmfc/,Ada,Oklahoma
Enid Gem & Mineral Society,http://www.enidgemandmineral.org/,Enid,Oklahoma
Oklahoma Mineral and Gem Society,http://omgs-minerals.org/,Oklahoma City,Oklahoma
Shawnee Gem and Mineral Society,https://www.facebook.com/Shawnee-Gem-and-Mineral-Society-524175917629452/,Shawnee,Oklahoma
Tulsa Rock and Mineral Society,http://www.ttownrockhound.org/,Tulsa,Oklahoma
Tahlequah Rock and Mineral Society,http://tramsok.webs.com/,Tahlequah,Oklahoma
Central Oregon Rock Collectors,https://corockcollectors.com/,Redmond,Oregon
Clackamette Mineral and Gem Club,http://www.clackamettegem.org/,Oregon City,Oregon
Columbia-Willamette Faceters' Guild,http://facetersguild.com/,Portland/West Linn,Oregon
FarWest Lapidary & Gem Society,http://www.farwestlapidary.org/,North Bend,Oregon
Hatrockhounds Gem and Mineral Society,http://jall23.wixsite.com/hatrockhounds,Hermiston,Oregon
Millennium Diggers Club,http://www.millenniumdiggers.com/,Portland,Oregon
Mt Hood Rock Club,https://mthoodrockclub.wordpress.com/,Gresham,Oregon
North American Research Group,http://narg-online.com/,Hillsboro,Oregon
"Oregon Agate & Mineral Society, Inc.",http://www.oregonagate.org/,Portland,Oregon
Oregon Coast Agate Club,http://www.coastagates.org/,Newport,Oregon
Prineville Rockhound Pow-Wow Assoc.,http://prineville.rocks/,Prineville,Oregon
Rock and Arrowhead Club of Klamath Falls,http://www.klamathrockclub.org/,Klamath Falls,Oregon
Springfield Thunderegg Rock Club,http://thundereggrockclub.blogspot.com/,Springfield,Oregon
Tualatin Valley Gem Club,https://tvrgc.org/,Forest Grove,Oregon
"Willamette Agate and Mineral Society, Inc.",http://www.wamsi.net/,Salem,Oregon
"Central Pennsylvania Rock and Mineral Club, Inc.",http://www.rockandmineral.org/,Harrisburg,Pennsylvania
"Che-Hanna Rock and Mineral Club, Inc.",http://www.chehannarocks.com/,Sayre,Pennsylvania
Delaware Valley Paleontological Society,https://sites.google.com/site/dvpspaleo/,Philadelphia,Pennsylvania
Friends of Mineralogy - Pennsylvania Chapter,http://www.rasloto.com/FM/,St. Peters,Pennsylvania
Gem City Rock and Mineral Society,http://www.gemcityrockclub.org/,Erie,Pennsylvania
Leidy Microscopical Society,http://leidymicroscopical.com/,Fairless Hills,Pennsylvania
"Mason-Dixon Rock, Mineral, Gemological, & Lapidary Club",http://topgemz.com/,Hanover,Pennsylvania
Mineralogical Society of Northeastern Pennsylvania,http://msnepa.org/,Moosic,Pennsylvania
Monongahela Rockhounds,http://www.monongahelarockhounds.org/,Pittsburgh,Pennsylvania
Monroe County Earth Science Association,http://www.mdsysconsulting.com/MCESA/,Stroudsburg,Pennsylvania
Moraine Rockbusters,http://www.morainerockbusters.org/,Mars,Pennsylvania
Nittany Mineralogical Society,http://www.nittanymineral.org/,State College,Pennsylvania
Pennsylvania Earth Sciences Association,http://www.mineralfest.com/,Whitehall,Pennsylvania
Philadelphia Mineralogical Society,http://www.phillyrocks.org/,Philadelphia,Pennsylvania
Pittsburgh Geological Society,http://www.pittsburghgeologicalsociety.org/index.html,Pittsburgh,Pennsylvania
Tuscarora Lapidary Society,http://www.lapidary.org/,Brookhaven,Pennsylvania
"Rhode Island Mineral Hunters, Inc.",http://rimh.us/,Warwick,Island
Aiken Gem and Mineral Society,http://www.aikengmfs.org/,Aiken,Carolina
Columbia Gem & Mineral Society,http://www.cgams.org/,Columbia,Carolina
Lowcountry Gem and Mineral Society,http://lowcountrygemandmineralsociety.org/,North Charleston,Carolina
Pendleton District Gem and Mineral Society,http://www.woodsmere.com/pdgms/,Central,Carolina
Western South Carolina Gem and Mineral Society,http://www.wescagem.org/,Greenville,Carolina
Sioux Empire Gem and Mineral Society,http://www.segams.org/,Sioux Falls,Dakota
Western Dakota Gem & Mineral Society,http://www.wdgms.org/,Rapid City,Dakota
Knoxville Gem & Mineral Society,http://www.knoxrocks.org/,Knoxville,Tennessee
Memphis Archaeological & Geological Society,http://www.memphisgeology.org/,Memphis,Tennessee
Middle Tennessee Rockhounds,http://www.rockhound.org/,Nashville,Tennessee
Mid-Tennessee Gem and Mineral Society,http://www.mtgms.org/,"Murfreesboro, Donelson, Tullahoma",Tennessee
Arlington Gem and Mineral Club,http://www.agemclub.org/,Arlington,Texas
Austin Gem and Mineral Society,http://www.austingemandmineral.org/index.html,Austin,Texas
Central Texas Gem & Mineral Society,http://rockclub.txol.net/,Abilene,Texas
Chihuahuan Desert Gem and Mineral Club,http://www.cdgmc.org/,Alpine,Texas
Clear Lake Gem and Mineral Society,http://www.clgms.org/,Houston,Texas
"Cowtown Gem, Mineral & Glass Society",http://cera-fw.org/gem-mineral-glass/,Fort Worth,Texas
Dallas Gem and Mineral Society,http://www.dallasgemandmineral.org/,Dallas,Texas
Dallas Paleontological Society,https://dps.wildapricot.org/,Dallas,Texas
East Texas Gem and Mineral Society,http://www.etgms.com/,Tyler,Texas
"El Paso Mineral and Gem Society, Inc.",http://www.epmgs.com/,El Paso,Texas
Fort Worth Gem and Mineral Club,http://www.fortworthgemandmineralclub.org/,Fort Worth,Texas
Fredericksburg Rockhounds,http://fredericksburgrockhounds.org/,Fredericksburg,Texas
Geological Society of San Antonio,http://www.geosa.org/,San Antonio,Texas
"Golden Spread Gem, Mineral and Treasure Society",http://www.amarillotreasure.com/,Amarillo,Texas
Gulf Coast Gem & Mineral Society,http://www.gcgms.org/,Corpus Christi,Texas
Houston Gem and Mineral Society,http://www.hgms.org/,Houston,Texas
Lubbock Gem and Mineral Society,http://www.lubbockgemandmineral.org/,Lubbock,Texas
"Midland Gem and Mineral Society, Inc.",https://www.facebook.com/midlandgemandmineral/,Midland,Texas
Oak Cliff Gem and Mineral Society,http://www.ocgemandmineral.com/,Dallas,Texas
Paleontological Society of Austin,http://www.austinpaleo.org/,Austin,Texas
Pine Country Gem & Mineral Society,http://www.pinecountry-gms.org/,Jasper,Texas
Piney Woods Gem & Mineral Society,http://www.pwgms.org/,Huntsville,Texas
Pleasant Oaks Gem & Mineral Club,http://www.pogmc.org/,Dallas,Texas
"Rollin' Rock Club, Inc.",https://sites.google.com/site/rollinrockclub/,Rollin' Rock Club Of Texas And Any Other State Or Country Of The World and Outer Space,Texas
South Texas Geological Society,http://www.stgs.org/,San Antonio,Texas
Southwest Gem and Mineral Society,http://www.swgemandmineral.org/,San Antonio,Texas
Texas Faceters Guild,http://texasfacetersguild.org/,Houston,Texas
"Tri-City Gem and Mineral Society, Inc.",https://www.facebook.com/midlandgemandmineral/,Temple,Texas
Waco Gem and Mineral Club,http://www.wacogemandmineral.org/,Waco,Texas
Williamson County Gem and Mineral Society,http://www.wcgms.org/,Georgetown,Texas
"Wise County Fossil, Rock and Mineral Society",http://wisecofossilrockandmineralsoc.weebly.com/,Decatur,Texas
Beehive Rock and Gem Club,http://www.beehiverockandgem.com/,Ogden,Utah
Cache Rock and Gem Club,http://cacherockgemclub.weebly.com/,Smithfield,Utah
Golden Spike Gem & Mineral Society,http://goldenspikegem.org/,Ogden,Utah
Mineral Collectors of Utah,http://m-c-u.org/,Salt Lake City,Utah
Moab Rock Club,https://www.facebook.com/Moab-Rock-Club-1508131859497762/,Moab,Utah
Rockhounders Outreach for Community Knowledge,http://www.rockhoundersock.com/,Sandy,Utah
Timpanogos Gem & Mineral Society,http://timprocks.weebly.com/,Provo,Utah
Tooele Gem & Mineral Society,https://www.facebook.com/Tooele-Gem-Mineral-Society-1742342656045404/,Tooele,Utah
Wasatch Gem Society,http://www.wasatchgemsociety.com/,Salt Lake City,Utah
Burlington Gem and Mineral Club,http://www.burlingtongemandmineralclub.org/,Burlington,Vermont
Rutland Rock & Mineral Club,http://www.rutlandrockmineralclub.50webs.com/,Rutland,Vermont
"Gem and Mineral Hunters, Inc.",http://www.gmhonline.org/,Manassas,Virginia
Gem and Mineral Society of Lynchburg,http://www.lynchburgrockclub.org/,Lynchburg,Virginia
Gem and Mineral Society of the Virginia Peninsula,http://www.gmsvp.org/,Hampton,Virginia
"Northern Virginia Mineral Club, Inc.",http://www.novamineralclub.org/,Arlington,Virginia
Richmond Gem & Mineral Society,http://www.rgms-va.info/,Richmond,Virginia
Roanoke Valley Mineral & Gem Society,https://www.facebook.com/RVMGS/,Roanoke,Virginia
Shenandoah Valley Gem & Mineral Society,http://www.shenandoahvalleyrockclub.org/,Waynesboro,Virginia
Tidewater Gem & Mineral Society,http://tgms.weebly.com/,Virginia Beach,Virginia
"Bellevue Rock Club, Inc.",http://www.bellevuerockclub.org/,Bellevue,Washington
Cascade Mineralogical Society Inc,http://www.cascademineralogicalsociety.org/,Kent,Washington
Clallam County Gem & Mineral Association,http://www.olympicrocks.com/,Port Angeles,Washington
Darrington Rock & Gem Club,https://www.facebook.com/DarringtonRGC/,Darrington,Washington
East KingCo Rock Club,http://www.eastkingco.org/,Kirkland,Washington
Everett Rock & Gem Club,http://www.everettrockclub.com/,Everett,Washington
Ginkgo Mineral Society,http://wenatcheerockclub.org/,Wenatchee,Washington
Kitsap Mineral and Gem Societ,http://www.kmgs.org/,Bremerton,Washington
"Lakeside Gem & Mineral Club, Inc.",http://www.lakesidegemandmineralclub.com/,Kennewick,Washington
Maplewood Rock & Gem Community Club,http://www.maplewoodrockclub.com/,Edmonds,Washington
Marcus Whitman Gem and Mineral Society,https://www.sites.google.com/site/mwgemandmineral/,Walla Walla,Washington
"Marysville Rock & Gem Club, Inc.",https://sites.google.com/site/marysvillerockngemclub/,Marysville,Washington
Mount Baker Rock And Gem Club,http://mtbakerrockclub.org/,Bellingham,Washington
North American Miners Association,http://www.namaminers.org/,Kent,Washington
North Puget Sound Facetors Guild,http://www.facetguild.com/,Mount Vernon,Washington
Northwest Paleontological Association,http://nwpaleo.org/,Puget Sound,Washington
Panorama Gem & Mineral Club,http://panoramagem.com/,Arden,Washington
Puyallup Valley Gem & Mineral Club,https://www.facebook.com/PuyallupValleyGemClub,Puyallup,Washington
Skagit Rock and Gem Club,https://www.skagitrockandgem.com/,Mt. Vernon,Washington
Spokane Rock Rollers Club,http://www.rockrollers.org/WP/,Spokane Valley,Washington
North Seattle Lapidary & Mineral Club,http://www.northseattlerockclub.org,Seattle,Washington
Washington Agate and Mineral Society,https://wamsolympia.wordpress.com,Olympia,Washington
West Seattle Rock Club,http://www.westseattlerockclub.org/,Seattle,Washington
Yakima Rock & Mineral Club,http://www.yakimarockclub.com/,Yakima,Washington
Kanawha Rock and Gem Club,http://www.kanawharockandgemclub.org/,Charleston,Virginia
Prehistoric West Virginia,http://prehistoricplanet.com/wv/,Morgantown,Virginia
West Virginia Fossil Club Inc,http://www.westvirginiafossilclub.com/,Clarksburg,Virginia
"Badger Lapidary & Geological Society, Inc.",http://www.badgerrockclub.org/,Monroe,Wisconsin
Coulee Rock Club of La Crosse,https://www.facebook.com/pages/The-Coulee-Rock-Club/182345351787782,La Crosse,Wisconsin
Heart of Wisconsin Gem & Mineral Society,https://www.heartofwisconsinrocks.com/,Marshfield & Stevens Point,Wisconsin
Kettle Moraine Geological Society,http://www.kmgsrocks.com/,Pewaukee,Wisconsin
Lakeland Gem Club,http://www.lakelandgemclub.com/,Minocqua,Wisconsin
Madison Gem and Mineral Club,http://www.madisonrockclub.org/,Madison,Wisconsin
Northwest Wisconsin Gem & Mineral Society,http://www.cameronamericanlegion.org/rockclub.html,Cameron,Wisconsin
Oshkosh Earth Science Club,https://sites.google.com/site/oshkoshearthscienceclub/home,Oshkosh,Wisconsin
"Racine Geological Society, Inc",http://rgs-wi.tripod.com/,Racine,Wisconsin
Weis'n'Miners Geology Club,http://www.weismuseum.org/geology-club.html,Menasha,Wisconsin
Wisconsin Geological Society,http://www.wisgeologicalsociety.com/,West Allis,Wisconsin
Cody 59ers Rock Club,http://www.cody59ers.com/,Cody,Wyoming
Riverton Mineral and Gem Society,http://www.rivertonmgs.com/,Riverton,Wyoming
Wyoming State Mineral and Gem Society,http://wymineralandgemsociety.org,Cody,Wyoming
